,0
9354,"{'label': 'POSITIVE', 'score': 0.9892625212669373}"
9355,"{'label': 'NEGATIVE', 'score': 0.9995883107185364}"
9356,"{'label': 'POSITIVE', 'score': 0.9974139928817749}"
9357,"{'label': 'POSITIVE', 'score': 0.9562801718711853}"
9358,"{'label': 'NEGATIVE', 'score': 0.8733542561531067}"
9359,"{'label': 'NEGATIVE', 'score': 0.9802895188331604}"
9360,"{'label': 'NEGATIVE', 'score': 0.9695675373077393}"
9361,"{'label': 'NEGATIVE', 'score': 0.9974755644798279}"
9362,"{'label': 'NEGATIVE', 'score': 0.9904830455780029}"
9363,"{'label': 'NEGATIVE', 'score': 0.8254267573356628}"
9364,"{'label': 'NEGATIVE', 'score': 0.9852979779243469}"
9365,"{'label': 'NEGATIVE', 'score': 0.9975042939186096}"
9366,"{'label': 'POSITIVE', 'score': 0.9959589838981628}"
9367,"{'label': 'NEGATIVE', 'score': 0.8059657216072083}"
9368,"{'label': 'POSITIVE', 'score': 0.9990401864051819}"
9369,"{'label': 'NEGATIVE', 'score': 0.9956409931182861}"
9370,"{'label': 'NEGATIVE', 'score': 0.9824929237365723}"
9371,"{'label': 'NEGATIVE', 'score': 0.9977186918258667}"
9372,"{'label': 'NEGATIVE', 'score': 0.9829195737838745}"
9373,"{'label': 'POSITIVE', 'score': 0.9979608058929443}"
9374,"{'label': 'NEGATIVE', 'score': 0.9998034834861755}"
9375,"{'label': 'NEGATIVE', 'score': 0.9832404255867004}"
9376,"{'label': 'NEGATIVE', 'score': 0.990744948387146}"
9377,"{'label': 'POSITIVE', 'score': 0.9690859913825989}"
9378,"{'label': 'NEGATIVE', 'score': 0.9986911416053772}"
9379,"{'label': 'POSITIVE', 'score': 0.9952184557914734}"
9380,"{'label': 'NEGATIVE', 'score': 0.8526178598403931}"
9381,"{'label': 'NEGATIVE', 'score': 0.993660032749176}"
9382,"{'label': 'POSITIVE', 'score': 0.997785210609436}"
9383,"{'label': 'NEGATIVE', 'score': 0.9983602166175842}"
9384,"{'label': 'NEGATIVE', 'score': 0.9906151294708252}"
9385,"{'label': 'NEGATIVE', 'score': 0.9935815334320068}"
9386,"{'label': 'NEGATIVE', 'score': 0.9407268166542053}"
9387,"{'label': 'NEGATIVE', 'score': 0.9981662631034851}"
9388,"{'label': 'NEGATIVE', 'score': 0.9984209537506104}"
9389,"{'label': 'POSITIVE', 'score': 0.662425696849823}"
9390,"{'label': 'NEGATIVE', 'score': 0.9989173412322998}"
9391,"{'label': 'NEGATIVE', 'score': 0.99689120054245}"
9392,"{'label': 'NEGATIVE', 'score': 0.996862530708313}"
9393,"{'label': 'NEGATIVE', 'score': 0.9981101751327515}"
9394,"{'label': 'POSITIVE', 'score': 0.9912961721420288}"
9395,"{'label': 'NEGATIVE', 'score': 0.9530961513519287}"
9396,"{'label': 'NEGATIVE', 'score': 0.9883757829666138}"
9397,"{'label': 'NEGATIVE', 'score': 0.9995429515838623}"
9398,"{'label': 'NEGATIVE', 'score': 0.9834623336791992}"
9399,"{'label': 'POSITIVE', 'score': 0.9995322227478027}"
9400,"{'label': 'NEGATIVE', 'score': 0.9978737831115723}"
9401,"{'label': 'NEGATIVE', 'score': 0.9969192743301392}"
9402,"{'label': 'NEGATIVE', 'score': 0.9769121408462524}"
9403,"{'label': 'POSITIVE', 'score': 0.9998453855514526}"
9404,"{'label': 'NEGATIVE', 'score': 0.9994814991950989}"
9405,"{'label': 'POSITIVE', 'score': 0.9959303736686707}"
9406,"{'label': 'NEGATIVE', 'score': 0.921898603439331}"
9407,"{'label': 'NEGATIVE', 'score': 0.9923210740089417}"
9408,"{'label': 'NEGATIVE', 'score': 0.9980742931365967}"
9409,"{'label': 'NEGATIVE', 'score': 0.9969802498817444}"
9410,"{'label': 'NEGATIVE', 'score': 0.9984959363937378}"
9411,"{'label': 'NEGATIVE', 'score': 0.9805330038070679}"
9412,"{'label': 'NEGATIVE', 'score': 0.9978184700012207}"
9413,"{'label': 'POSITIVE', 'score': 0.96930992603302}"
9414,"{'label': 'NEGATIVE', 'score': 0.9928681254386902}"
9415,"{'label': 'NEGATIVE', 'score': 0.9989573955535889}"
9416,"{'label': 'POSITIVE', 'score': 0.7172235250473022}"
9417,"{'label': 'NEGATIVE', 'score': 0.9876630902290344}"
9418,"{'label': 'NEGATIVE', 'score': 0.9923098087310791}"
9419,"{'label': 'NEGATIVE', 'score': 0.9934119582176208}"
9420,"{'label': 'NEGATIVE', 'score': 0.9968949556350708}"
9421,"{'label': 'NEGATIVE', 'score': 0.9936648607254028}"
9422,"{'label': 'POSITIVE', 'score': 0.9992617964744568}"
9423,"{'label': 'NEGATIVE', 'score': 0.9995511174201965}"
9424,"{'label': 'NEGATIVE', 'score': 0.9991069436073303}"
9425,"{'label': 'POSITIVE', 'score': 0.9978703260421753}"
9426,"{'label': 'NEGATIVE', 'score': 0.9973435997962952}"
9427,"{'label': 'NEGATIVE', 'score': 0.9955730438232422}"
9428,"{'label': 'NEGATIVE', 'score': 0.9961230158805847}"
9429,"{'label': 'NEGATIVE', 'score': 0.9991686344146729}"
9430,"{'label': 'POSITIVE', 'score': 0.9993985891342163}"
9431,"{'label': 'NEGATIVE', 'score': 0.9958664178848267}"
9432,"{'label': 'NEGATIVE', 'score': 0.9991355538368225}"
9433,"{'label': 'NEGATIVE', 'score': 0.999745786190033}"
9434,"{'label': 'NEGATIVE', 'score': 0.991950273513794}"
9435,"{'label': 'POSITIVE', 'score': 0.9744875431060791}"
9436,"{'label': 'NEGATIVE', 'score': 0.9917886853218079}"
9437,"{'label': 'NEGATIVE', 'score': 0.9961955547332764}"
9438,"{'label': 'NEGATIVE', 'score': 0.9653505682945251}"
9439,"{'label': 'NEGATIVE', 'score': 0.9273445010185242}"
9440,"{'label': 'NEGATIVE', 'score': 0.9785475730895996}"
9441,"{'label': 'NEGATIVE', 'score': 0.9868077635765076}"
9442,"{'label': 'NEGATIVE', 'score': 0.9952842593193054}"
9443,"{'label': 'NEGATIVE', 'score': 0.9511616826057434}"
9444,"{'label': 'NEGATIVE', 'score': 0.9980170726776123}"
9445,"{'label': 'POSITIVE', 'score': 0.5767572522163391}"
9446,"{'label': 'POSITIVE', 'score': 0.9913145899772644}"
9447,"{'label': 'POSITIVE', 'score': 0.9744875431060791}"
9448,"{'label': 'NEGATIVE', 'score': 0.9921095967292786}"
9449,"{'label': 'NEGATIVE', 'score': 0.9975798726081848}"
9450,"{'label': 'NEGATIVE', 'score': 0.9902167320251465}"
9451,"{'label': 'POSITIVE', 'score': 0.9998769760131836}"
9452,"{'label': 'NEGATIVE', 'score': 0.9990197420120239}"
9453,"{'label': 'NEGATIVE', 'score': 0.997994065284729}"
9454,"{'label': 'POSITIVE', 'score': 0.9311699867248535}"
9455,"{'label': 'NEGATIVE', 'score': 0.9996261596679688}"
9456,"{'label': 'NEGATIVE', 'score': 0.9974857568740845}"
9457,"{'label': 'NEGATIVE', 'score': 0.9969558715820312}"
9458,"{'label': 'NEGATIVE', 'score': 0.9411411881446838}"
9459,"{'label': 'NEGATIVE', 'score': 0.9921649694442749}"
9460,"{'label': 'NEGATIVE', 'score': 0.9928032755851746}"
9461,"{'label': 'NEGATIVE', 'score': 0.9941058158874512}"
9462,"{'label': 'NEGATIVE', 'score': 0.9969689249992371}"
9463,"{'label': 'NEGATIVE', 'score': 0.9955768585205078}"
9464,"{'label': 'NEGATIVE', 'score': 0.9991866946220398}"
9465,"{'label': 'NEGATIVE', 'score': 0.9994792342185974}"
9466,"{'label': 'POSITIVE', 'score': 0.978509247303009}"
9467,"{'label': 'POSITIVE', 'score': 0.978509247303009}"
9468,"{'label': 'POSITIVE', 'score': 0.9439589381217957}"
9469,"{'label': 'POSITIVE', 'score': 0.9998356103897095}"
9470,"{'label': 'POSITIVE', 'score': 0.9995889067649841}"
9471,"{'label': 'NEGATIVE', 'score': 0.9812827110290527}"
9472,"{'label': 'POSITIVE', 'score': 0.9744875431060791}"
9473,"{'label': 'NEGATIVE', 'score': 0.9921649694442749}"
9474,"{'label': 'NEGATIVE', 'score': 0.9934279322624207}"
9475,"{'label': 'NEGATIVE', 'score': 0.9909014701843262}"
9476,"{'label': 'POSITIVE', 'score': 0.9311699867248535}"
9477,"{'label': 'POSITIVE', 'score': 0.9311699867248535}"
9478,"{'label': 'NEGATIVE', 'score': 0.9915890097618103}"
9479,"{'label': 'NEGATIVE', 'score': 0.9994760155677795}"
9480,"{'label': 'NEGATIVE', 'score': 0.9995152950286865}"
9481,"{'label': 'POSITIVE', 'score': 0.9850234985351562}"
9482,"{'label': 'NEGATIVE', 'score': 0.9994043111801147}"
9483,"{'label': 'NEGATIVE', 'score': 0.9986300468444824}"
9484,"{'label': 'POSITIVE', 'score': 0.8937622904777527}"
9485,"{'label': 'NEGATIVE', 'score': 0.9556264877319336}"
9486,"{'label': 'NEGATIVE', 'score': 0.9991375207901001}"
9487,"{'label': 'NEGATIVE', 'score': 0.9829565286636353}"
9488,"{'label': 'NEGATIVE', 'score': 0.8670569062232971}"
9489,"{'label': 'NEGATIVE', 'score': 0.9993478655815125}"
9490,"{'label': 'POSITIVE', 'score': 0.9998422861099243}"
9491,"{'label': 'POSITIVE', 'score': 0.9845006465911865}"
9492,"{'label': 'NEGATIVE', 'score': 0.9992687106132507}"
9493,"{'label': 'NEGATIVE', 'score': 0.9991124272346497}"
9494,"{'label': 'NEGATIVE', 'score': 0.9993864297866821}"
9495,"{'label': 'NEGATIVE', 'score': 0.9723734259605408}"
9496,"{'label': 'POSITIVE', 'score': 0.9418129324913025}"
9497,"{'label': 'NEGATIVE', 'score': 0.9995840191841125}"
9498,"{'label': 'NEGATIVE', 'score': 0.9925910234451294}"
9499,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
9500,"{'label': 'POSITIVE', 'score': 0.9822254180908203}"
9501,"{'label': 'POSITIVE', 'score': 0.5893804430961609}"
9502,"{'label': 'NEGATIVE', 'score': 0.9870445132255554}"
9503,"{'label': 'POSITIVE', 'score': 0.9970512390136719}"
9504,"{'label': 'NEGATIVE', 'score': 0.9704958200454712}"
9505,"{'label': 'NEGATIVE', 'score': 0.9980541467666626}"
9506,"{'label': 'POSITIVE', 'score': 0.6553406715393066}"
9507,"{'label': 'NEGATIVE', 'score': 0.9983668923377991}"
9508,"{'label': 'NEGATIVE', 'score': 0.9997828602790833}"
9509,"{'label': 'NEGATIVE', 'score': 0.9993764758110046}"
9510,"{'label': 'NEGATIVE', 'score': 0.9846392869949341}"
9511,"{'label': 'POSITIVE', 'score': 0.8321461081504822}"
9512,"{'label': 'NEGATIVE', 'score': 0.946994423866272}"
9513,"{'label': 'NEGATIVE', 'score': 0.9899335503578186}"
9514,"{'label': 'NEGATIVE', 'score': 0.8955921530723572}"
9515,"{'label': 'NEGATIVE', 'score': 0.9846392869949341}"
9516,"{'label': 'NEGATIVE', 'score': 0.9986282587051392}"
9517,"{'label': 'NEGATIVE', 'score': 0.9870420694351196}"
9518,"{'label': 'POSITIVE', 'score': 0.9974716901779175}"
9519,"{'label': 'NEGATIVE', 'score': 0.9609922766685486}"
9520,"{'label': 'NEGATIVE', 'score': 0.9982165694236755}"
9521,"{'label': 'NEGATIVE', 'score': 0.9828101396560669}"
9522,"{'label': 'NEGATIVE', 'score': 0.991675853729248}"
9523,"{'label': 'NEGATIVE', 'score': 0.5233283042907715}"
9524,"{'label': 'NEGATIVE', 'score': 0.9986598491668701}"
9525,"{'label': 'NEGATIVE', 'score': 0.7516570687294006}"
9526,"{'label': 'NEGATIVE', 'score': 0.9996615648269653}"
9527,"{'label': 'NEGATIVE', 'score': 0.9976029992103577}"
9528,"{'label': 'NEGATIVE', 'score': 0.9971724152565002}"
9529,"{'label': 'NEGATIVE', 'score': 0.9985623955726624}"
9530,"{'label': 'POSITIVE', 'score': 0.9851625561714172}"
9531,"{'label': 'NEGATIVE', 'score': 0.998865008354187}"
9532,"{'label': 'NEGATIVE', 'score': 0.9966773986816406}"
9533,"{'label': 'NEGATIVE', 'score': 0.9995180368423462}"
9534,"{'label': 'NEGATIVE', 'score': 0.9973698854446411}"
9535,"{'label': 'NEGATIVE', 'score': 0.997840166091919}"
9536,"{'label': 'NEGATIVE', 'score': 0.9967105388641357}"
9537,"{'label': 'NEGATIVE', 'score': 0.9893214702606201}"
9538,"{'label': 'NEGATIVE', 'score': 0.999761164188385}"
9539,"{'label': 'NEGATIVE', 'score': 0.9978429079055786}"
9540,"{'label': 'POSITIVE', 'score': 0.9986203908920288}"
9541,"{'label': 'POSITIVE', 'score': 0.9998492002487183}"
9542,"{'label': 'POSITIVE', 'score': 0.9923285841941833}"
9543,"{'label': 'NEGATIVE', 'score': 0.8537617325782776}"
9544,"{'label': 'NEGATIVE', 'score': 0.9963995218276978}"
9545,"{'label': 'NEGATIVE', 'score': 0.9986580610275269}"
9546,"{'label': 'NEGATIVE', 'score': 0.872438907623291}"
9547,"{'label': 'NEGATIVE', 'score': 0.9497998952865601}"
9548,"{'label': 'NEGATIVE', 'score': 0.9996520280838013}"
9549,"{'label': 'NEGATIVE', 'score': 0.9938302636146545}"
9550,"{'label': 'NEGATIVE', 'score': 0.997776210308075}"
9551,"{'label': 'NEGATIVE', 'score': 0.9813511371612549}"
9552,"{'label': 'NEGATIVE', 'score': 0.9864192605018616}"
9553,"{'label': 'POSITIVE', 'score': 0.9964556694030762}"
9554,"{'label': 'NEGATIVE', 'score': 0.9873319268226624}"
9555,"{'label': 'NEGATIVE', 'score': 0.9898213148117065}"
9556,"{'label': 'NEGATIVE', 'score': 0.9625698924064636}"
9557,"{'label': 'NEGATIVE', 'score': 0.996117115020752}"
9558,"{'label': 'NEGATIVE', 'score': 0.9997314810752869}"
9559,"{'label': 'POSITIVE', 'score': 0.8379894495010376}"
9560,"{'label': 'NEGATIVE', 'score': 0.9855706691741943}"
9561,"{'label': 'NEGATIVE', 'score': 0.9931843876838684}"
9562,"{'label': 'NEGATIVE', 'score': 0.9991532564163208}"
9563,"{'label': 'NEGATIVE', 'score': 0.9989303946495056}"
9564,"{'label': 'NEGATIVE', 'score': 0.9763216376304626}"
9565,"{'label': 'NEGATIVE', 'score': 0.9993602633476257}"
9566,"{'label': 'NEGATIVE', 'score': 0.999589741230011}"
9567,"{'label': 'NEGATIVE', 'score': 0.9960554838180542}"
9568,"{'label': 'POSITIVE', 'score': 0.9948045611381531}"
9569,"{'label': 'NEGATIVE', 'score': 0.9962800145149231}"
9570,"{'label': 'NEGATIVE', 'score': 0.9931833148002625}"
9571,"{'label': 'NEGATIVE', 'score': 0.9987866282463074}"
9572,"{'label': 'NEGATIVE', 'score': 0.9888363480567932}"
9573,"{'label': 'NEGATIVE', 'score': 0.9996984004974365}"
9574,"{'label': 'NEGATIVE', 'score': 0.9927330017089844}"
9575,"{'label': 'NEGATIVE', 'score': 0.9997839331626892}"
9576,"{'label': 'NEGATIVE', 'score': 0.8662970066070557}"
9577,"{'label': 'NEGATIVE', 'score': 0.9977902173995972}"
9578,"{'label': 'POSITIVE', 'score': 0.9903572201728821}"
9579,"{'label': 'NEGATIVE', 'score': 0.9994142055511475}"
9580,"{'label': 'NEGATIVE', 'score': 0.9911491870880127}"
9581,"{'label': 'POSITIVE', 'score': 0.9994959831237793}"
9582,"{'label': 'NEGATIVE', 'score': 0.9994115829467773}"
9583,"{'label': 'NEGATIVE', 'score': 0.997053861618042}"
9584,"{'label': 'NEGATIVE', 'score': 0.9997116923332214}"
9585,"{'label': 'NEGATIVE', 'score': 0.8840318322181702}"
9586,"{'label': 'NEGATIVE', 'score': 0.9517080783843994}"
9587,"{'label': 'NEGATIVE', 'score': 0.9922971129417419}"
9588,"{'label': 'NEGATIVE', 'score': 0.9936500191688538}"
9589,"{'label': 'NEGATIVE', 'score': 0.9910349249839783}"
9590,"{'label': 'NEGATIVE', 'score': 0.9986369013786316}"
9591,"{'label': 'NEGATIVE', 'score': 0.9971082806587219}"
9592,"{'label': 'POSITIVE', 'score': 0.9740481376647949}"
9593,"{'label': 'NEGATIVE', 'score': 0.8872658610343933}"
9594,"{'label': 'NEGATIVE', 'score': 0.999534010887146}"
9595,"{'label': 'POSITIVE', 'score': 0.9995867609977722}"
9596,"{'label': 'POSITIVE', 'score': 0.9988021850585938}"
9597,"{'label': 'NEGATIVE', 'score': 0.6666241884231567}"
9598,"{'label': 'NEGATIVE', 'score': 0.9928750991821289}"
9599,"{'label': 'NEGATIVE', 'score': 0.9974945783615112}"
9600,"{'label': 'POSITIVE', 'score': 0.9657666683197021}"
9601,"{'label': 'NEGATIVE', 'score': 0.9995833039283752}"
9602,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
9603,"{'label': 'POSITIVE', 'score': 0.9484268426895142}"
9604,"{'label': 'NEGATIVE', 'score': 0.8170531392097473}"
9605,"{'label': 'NEGATIVE', 'score': 0.9729096293449402}"
9606,"{'label': 'NEGATIVE', 'score': 0.9959445595741272}"
9607,"{'label': 'NEGATIVE', 'score': 0.9496771097183228}"
9608,"{'label': 'NEGATIVE', 'score': 0.998201847076416}"
9609,"{'label': 'NEGATIVE', 'score': 0.9951245188713074}"
9610,"{'label': 'NEGATIVE', 'score': 0.9994031190872192}"
9611,"{'label': 'NEGATIVE', 'score': 0.9938738346099854}"
9612,"{'label': 'POSITIVE', 'score': 0.9812192320823669}"
9613,"{'label': 'NEGATIVE', 'score': 0.9997069239616394}"
9614,"{'label': 'NEGATIVE', 'score': 0.9986488223075867}"
9615,"{'label': 'POSITIVE', 'score': 0.6731536388397217}"
9616,"{'label': 'NEGATIVE', 'score': 0.8874691724777222}"
9617,"{'label': 'NEGATIVE', 'score': 0.9890022277832031}"
9618,"{'label': 'NEGATIVE', 'score': 0.9049327373504639}"
9619,"{'label': 'NEGATIVE', 'score': 0.9736019372940063}"
9620,"{'label': 'NEGATIVE', 'score': 0.9989707469940186}"
9621,"{'label': 'NEGATIVE', 'score': 0.9983019828796387}"
9622,"{'label': 'NEGATIVE', 'score': 0.9993714690208435}"
9623,"{'label': 'NEGATIVE', 'score': 0.9996951818466187}"
9624,"{'label': 'NEGATIVE', 'score': 0.9991458654403687}"
9625,"{'label': 'NEGATIVE', 'score': 0.9954126477241516}"
9626,"{'label': 'NEGATIVE', 'score': 0.9992965459823608}"
9627,"{'label': 'NEGATIVE', 'score': 0.9981111288070679}"
9628,"{'label': 'POSITIVE', 'score': 0.8883433938026428}"
9629,"{'label': 'NEGATIVE', 'score': 0.9997557997703552}"
9630,"{'label': 'NEGATIVE', 'score': 0.9997170567512512}"
9631,"{'label': 'POSITIVE', 'score': 0.9998619556427002}"
9632,"{'label': 'NEGATIVE', 'score': 0.9976649284362793}"
9633,"{'label': 'POSITIVE', 'score': 0.9998619556427002}"
9634,"{'label': 'NEGATIVE', 'score': 0.9996157884597778}"
9635,"{'label': 'NEGATIVE', 'score': 0.9996951818466187}"
9636,"{'label': 'NEGATIVE', 'score': 0.9955356121063232}"
9637,"{'label': 'NEGATIVE', 'score': 0.9996951818466187}"
9638,"{'label': 'POSITIVE', 'score': 0.9974837303161621}"
9639,"{'label': 'POSITIVE', 'score': 0.9974837303161621}"
9640,"{'label': 'NEGATIVE', 'score': 0.9996951818466187}"
9641,"{'label': 'NEGATIVE', 'score': 0.9513883590698242}"
9642,"{'label': 'NEGATIVE', 'score': 0.9996951818466187}"
9643,"{'label': 'NEGATIVE', 'score': 0.9769154787063599}"
9644,"{'label': 'NEGATIVE', 'score': 0.9769154787063599}"
9645,"{'label': 'NEGATIVE', 'score': 0.991142988204956}"
9646,"{'label': 'NEGATIVE', 'score': 0.9994667172431946}"
9647,"{'label': 'NEGATIVE', 'score': 0.9990479350090027}"
9648,"{'label': 'NEGATIVE', 'score': 0.9988946318626404}"
9649,"{'label': 'POSITIVE', 'score': 0.9903565049171448}"
9650,"{'label': 'NEGATIVE', 'score': 0.893314778804779}"
9651,"{'label': 'NEGATIVE', 'score': 0.9991748929023743}"
9652,"{'label': 'POSITIVE', 'score': 0.9123687744140625}"
9653,"{'label': 'NEGATIVE', 'score': 0.893314778804779}"
9654,"{'label': 'NEGATIVE', 'score': 0.9983457326889038}"
9655,"{'label': 'NEGATIVE', 'score': 0.9967896342277527}"
9656,"{'label': 'NEGATIVE', 'score': 0.9845651388168335}"
9657,"{'label': 'NEGATIVE', 'score': 0.9980114698410034}"
9658,"{'label': 'NEGATIVE', 'score': 0.9685179591178894}"
9659,"{'label': 'POSITIVE', 'score': 0.9175819754600525}"
9660,"{'label': 'NEGATIVE', 'score': 0.9991282820701599}"
9661,"{'label': 'NEGATIVE', 'score': 0.9836764931678772}"
9662,"{'label': 'NEGATIVE', 'score': 0.6009655594825745}"
9663,"{'label': 'NEGATIVE', 'score': 0.9993745684623718}"
9664,"{'label': 'NEGATIVE', 'score': 0.9907469749450684}"
9665,"{'label': 'NEGATIVE', 'score': 0.9994625449180603}"
9666,"{'label': 'NEGATIVE', 'score': 0.9968731999397278}"
9667,"{'label': 'NEGATIVE', 'score': 0.9908139109611511}"
9668,"{'label': 'NEGATIVE', 'score': 0.9972105622291565}"
9669,"{'label': 'POSITIVE', 'score': 0.9956887364387512}"
9670,"{'label': 'NEGATIVE', 'score': 0.9986385703086853}"
9671,"{'label': 'NEGATIVE', 'score': 0.9741919636726379}"
9672,"{'label': 'NEGATIVE', 'score': 0.824425458908081}"
9673,"{'label': 'NEGATIVE', 'score': 0.9985167384147644}"
9674,"{'label': 'NEGATIVE', 'score': 0.9983153343200684}"
9675,"{'label': 'NEGATIVE', 'score': 0.991613507270813}"
9676,"{'label': 'NEGATIVE', 'score': 0.9988429546356201}"
9677,"{'label': 'NEGATIVE', 'score': 0.99835604429245}"
9678,"{'label': 'NEGATIVE', 'score': 0.9031115770339966}"
9679,"{'label': 'POSITIVE', 'score': 0.999032735824585}"
9680,"{'label': 'NEGATIVE', 'score': 0.998843789100647}"
9681,"{'label': 'NEGATIVE', 'score': 0.9982094764709473}"
9682,"{'label': 'POSITIVE', 'score': 0.9998406171798706}"
9683,"{'label': 'POSITIVE', 'score': 0.9990566372871399}"
9684,"{'label': 'NEGATIVE', 'score': 0.980498731136322}"
9685,"{'label': 'NEGATIVE', 'score': 0.7483211755752563}"
9686,"{'label': 'NEGATIVE', 'score': 0.966729998588562}"
9687,"{'label': 'NEGATIVE', 'score': 0.9925580024719238}"
9688,"{'label': 'POSITIVE', 'score': 0.9828084111213684}"
9689,"{'label': 'POSITIVE', 'score': 0.8965030908584595}"
9690,"{'label': 'NEGATIVE', 'score': 0.9902639389038086}"
9691,"{'label': 'POSITIVE', 'score': 0.9828084111213684}"
9692,"{'label': 'POSITIVE', 'score': 0.9381924867630005}"
9693,"{'label': 'NEGATIVE', 'score': 0.9983705878257751}"
9694,"{'label': 'NEGATIVE', 'score': 0.9995599389076233}"
9695,"{'label': 'POSITIVE', 'score': 0.9744983911514282}"
9696,"{'label': 'POSITIVE', 'score': 0.9847032427787781}"
9697,"{'label': 'NEGATIVE', 'score': 0.9949995279312134}"
9698,"{'label': 'POSITIVE', 'score': 0.9995651841163635}"
9699,"{'label': 'NEGATIVE', 'score': 0.9990435242652893}"
9700,"{'label': 'NEGATIVE', 'score': 0.9930235147476196}"
9701,"{'label': 'NEGATIVE', 'score': 0.9456021785736084}"
9702,"{'label': 'POSITIVE', 'score': 0.986296534538269}"
